sales_raw_id,customer_id,prod_code,sales_date,transaction_number,transaction_line_number,unit_price,discount_pct,sales_qty,extended_sales_total
 10054,C18451,1047,2001-04-05, 5000100, 1, 56.95, 10, 4,205.02
 10055,C1270,1047,2001-04-09, 5000365, 1, 56.95, 10, 3,153.77
 10056,C26288,1051,2001-04-17, 5000367, 1, 122.37, 20, 1,97.9
 10057,C79108,1035,2001-04-27, 5000448, 1, 43.95, 10, 1,39.56
 10058,C94532,1052,2001-05-01, 5000138, 1, 107.96, 10, 2,194.33
 10059,C96436,1006,2001-05-01, 5000203, 1, 41.99, 15, 3,107.07
 10060,C20282,1042,2001-05-05, 5000170, 1, 89.99, 10, 3,242.97
 10061,C78010,1040,2001-05-13, 5000415, 1, 32.12, 10, 3,86.72
 10062,C97974,1035,2001-05-15, 5000259, 1, 43.95, 15, 4,149.43
 10063,C74421,1035,2001-05-22, 5000303, 1, 43.95, 5, 2,83.5
 10064,C71564,1044,2001-06-06, 5000212, 1, 22.99, 5, 1,21.84
 10065,C71564,1020,2001-06-06, 5000212, 2, 26.99, 15, 5,114.71
 10066,C17279,1027,2001-06-13, 5000061, 1, 4.5, 10, 2,8.1
 10067,C69513,1019,2001-06-17, 5000137, 1, 79.7, 20, 4,255.04
 10068,C90723,1043,2001-06-27, 5000004, 1, 24.99, 5, 4,94.96
 10069,C25336,1017,2001-07-04, 5000335, 1, 19.95, 5, 1,18.95
 10070,C54529,1012,2001-07-05, 5000462, 1, 38.54, 5, 3,109.84
 10071,C97901,1052,2001-07-05, 5000257, 1, 107.96, 5, 3,307.69
 10072,C65558,1054,2001-07-08, 5000000, 1, 200.0, 5, 4,760
 10073,C98414,1009,2001-07-14, 5000269, 1, 16.99, 5, 4,64.56
 10074,C3541,1021,2001-07-20, 5000428, 1, 24.99, 10, 5,112.45
 10075,C42737,1037,2001-07-20, 5000079, 1, 54.94, 5, 4,208.77
 10076,C93726,1006,2001-07-29, 5000108, 1, 41.99, 10, 2,75.58
 10077,C93726,1008,2001-07-29, 5000108, 2, 62.88, 0, 4,251.52
 10078,C48157,1025,2001-08-09, 5000264, 1, 39.94, 5, 4,151.77
 10079,C98121,1045,2001-08-10, 5000262, 1, 99.99, 10, 1,89.99
 10080,C98999,1052,2001-08-12, 5000292, 1, 107.96, 10, 4,388.66
 10081,C95484,1027,2001-08-14, 5000177, 1, 4.5, 5, 1,4.27
 10082,C1856,1001,2001-08-26, 5000384, 1, 53.5, 15, 3,136.43
 10083,C904,1044,2001-09-01, 5000351, 1, 22.99, 5, 1,21.84
 10084,C42151,1003,2001-09-08, 5000052, 1, 12.99, 10, 2,23.38
 10085,C2955,1032,2001-09-11, 5000412, 1, 4.5, 10, 1,4.05
 10086,C53724,1018,2001-09-17, 5000438, 1, 44.99, 5, 1,42.74
 10087,C67389,1008,2001-09-18, 5000069, 1, 62.88, 15, 2,106.9
 10088,C68634,1032,2001-09-25, 5000105, 1, 4.5, 10, 3,12.15
 10089,C29218,1017,2001-09-29, 5000452, 1, 19.95, 20, 4,63.84
 10090,C99366,1001,2001-09-30, 5000301, 1, 53.5, 10, 4,192.6
 10091,C17353,1023,2001-10-06, 5000068, 1, 29.99, 10, 1,26.99
 10092,C73249,1023,2001-10-11, 5000266, 1, 29.99, 5, 3,85.47
 10093,C94458,1044,2001-10-11, 5000134, 1, 22.99, 15, 4,78.17
 10094,C94678,1026,2001-10-13, 5000147, 1, 18.15, 10, 2,32.67
 10095,C49109,1016,2001-10-14, 5000293, 1, 5.99, 5, 4,22.76
 10096,C49109,1026,2001-10-14, 5000293, 2, 18.15, 10, 4,65.34
 10097,C53724,1020,2001-10-14, 5000439, 1, 26.99, 0, 5,134.95
 10098,C67096,1013,2001-10-17, 5000048, 1, 10.74, 10, 3,29
 10099,C47791,1010,2001-10-18, 5000251, 1, 69.99, 10, 1,62.99
 10100,C25556,1047,2001-10-21, 5000338, 1, 56.95, 15, 3,145.22
 10101,C71125,1016,2001-10-22, 5000193, 1, 5.99, 5, 2,11.38
 10102,C831,1040,2001-10-23, 5000345, 1, 32.12, 15, 3,81.91
 10103,C68122,1004,2001-10-29, 5000094, 1, 59.99, 10, 1,53.99
 10104,C68122,1054,2001-10-29, 5000094, 2, 200.0, 5, 3,570
 10105,C91382,1002,2001-11-02, 5000025, 1, 14.97, 5, 4,56.89
 10106,C46399,1030,2001-11-06, 5000200, 1, 22.75, 0, 2,45.5
 10107,C91382,1037,2001-11-10, 5000026, 1, 54.94, 15, 4,186.8
 10108,C91382,1052,2001-11-10, 5000026, 2, 107.96, 0, 4,431.84
 10109,C91382,1049,2001-11-10, 5000026, 3, 206.99, 20, 5,827.96
 10110,C21381,1021,2001-11-21, 5000199, 1, 24.99, 20, 3,59.98
 10111,C95191,1040,2001-11-26, 5000165, 1, 32.12, 0, 2,64.24
 10112,C71418,1050,2001-12-02, 5000201, 1, 98.96, 15, 3,252.35
 10113,C28779,1053,2001-12-04, 5000441, 1, 93.0, 10, 4,334.8
 10114,C54456,1054,2001-12-10, 5000461, 1, 200.0, 0, 4,800
 10115,C96070,1010,2001-12-10, 5000191, 1, 69.99, 15, 3,178.47
 10116,C73835,1007,2001-12-11, 5000285, 1, 7.96, 20, 3,19.1
 10117,C16767,1000,2001-12-14, 5000038, 1, 1000.0, 15, 5,4250
 10118,C43689,1047,2001-12-25, 5000107, 1, 56.95, 10, 3,153.77
 10119,C78669,1053,2001-12-25, 5000435, 1, 93.0, 5, 4,353.4
 10120,C49695,1033,2001-12-27, 5000308, 1, 19.95, 10, 1,17.95
 10121,C1343,1039,2002-01-01, 5000372, 1, 34.0, 20, 2,54.4
 10122,C42151,1024,2002-01-04, 5000051, 1, 25.0, 10, 3,67.5
 10123,C16767,1006,2002-01-22, 5000039, 1, 41.99, 5, 3,119.67
 10124,C44349,1050,2002-01-23, 5000129, 1, 98.96, 5, 5,470.06
 10125,C95557,1036,2002-02-05, 5000182, 1, 28.24, 10, 2,50.83
 10126,C70173,1044,2002-02-11, 5000162, 1, 22.99, 15, 4,78.17
 10127,C19916,1006,2002-02-13, 5000152, 1, 41.99, 5, 2,79.78
 10128,C71564,1039,2002-02-13, 5000211, 1, 34.0, 20, 3,81.6
 10129,C18964,1038,2002-02-24, 5000118, 1, 16.99, 15, 1,14.44
 10130,C41785,1011,2002-02-27, 5000040, 1, 24.99, 20, 3,59.98
 10131,C75446,1031,2002-03-03, 5000336, 1, 17.99, 15, 1,15.29
 10132,C94385,1048,2002-03-08, 5000130, 1, 104.49, 0, 5,522.45
 10133,C41419,1008,2002-03-26, 5000028, 1, 62.88, 15, 4,213.79
 10134,C71198,1029,2002-03-31, 5000197, 1, 21.48, 10, 1,19.33
 10135,C67243,1024,2002-04-02, 5000058, 1, 25.0, 15, 3,63.75
 10136,C78742,1029,2002-04-05, 5000440, 1, 21.48, 0, 3,64.44
 10137,C51307,1044,2002-04-10, 5000370, 1, 22.99, 15, 5,97.71
 10138,C17939,1031,2002-04-13, 5000091, 1, 17.99, 10, 3,48.57
 10139,C18451,1030,2002-04-13, 5000101, 1, 22.75, 0, 2,45.5
 10140,C19916,1028,2002-04-17, 5000153, 1, 4.5, 20, 4,14.4
 10141,C92847,1048,2002-04-17, 5000087, 1, 104.49, 15, 5,444.08
 10142,C22187,1033,2002-04-18, 5000231, 1, 19.95, 15, 4,67.83
 10143,C26069,1012,2002-04-18, 5000360, 1, 38.54, 10, 3,104.06
 10144,C47278,1048,2002-04-21, 5000236, 1, 104.49, 15, 3,266.45
 10145,C53943,1026,2002-04-21, 5000444, 1, 18.15, 10, 2,32.67
 10146,C75226,1033,2002-05-03, 5000328, 1, 19.95, 10, 2,35.91
 10147,C70905,1031,2002-05-16, 5000189, 1, 17.99, 20, 2,28.78
 10148,C41785,1036,2002-05-23, 5000041, 1, 28.24, 5, 1,26.83
 10149,C77277,1013,2002-05-23, 5000392, 1, 10.74, 10, 3,29
 10150,C48597,1007,2002-05-26, 5000275, 1, 7.96, 5, 3,22.69
 10151,C46473,1053,2002-05-31, 5000206, 1, 93.0, 10, 2,167.4
 10152,C29658,1028,2002-06-09, 5000468, 1, 4.5, 15, 3,11.47
 10153,C47571,1039,2002-06-11, 5000245, 1, 34.0, 20, 3,81.6
 10154,C42078,1013,2002-06-15, 5000046, 1, 10.74, 10, 5,48.33
 10155,C74201,1045,2002-06-19, 5000295, 1, 99.99, 5, 5,474.95
 10156,C50281,1022,2002-06-23, 5000330, 1, 13.99, 5, 5,66.45
 10157,C78889,1013,2002-07-05, 5000443, 1, 10.74, 10, 3,29
 10158,C98,1047,2002-07-12, 5000321, 1, 56.95, 10, 1,51.26
 10159,C20649,1045,2002-07-14, 5000184, 1, 99.99, 5, 3,284.97
 10160,C43470,1029,2002-07-14, 5000102, 1, 21.48, 5, 1,20.41
 10161,C22846,1003,2002-07-18, 5000253, 1, 12.99, 0, 2,25.98
 10162,C50940,1051,2002-07-29, 5000353, 1, 122.37, 10, 2,220.27
 10163,C95411,1014,2002-08-03, 5000175, 1, 17.49, 15, 1,14.87
 10164,C93799,1024,2002-08-05, 5000111, 1, 25.0, 15, 4,85
 10165,C75959,1042,2002-08-19, 5000354, 1, 89.99, 5, 3,256.47
 10166,C74347,1026,2002-08-20, 5000300, 1, 18.15, 15, 2,30.85
 10167,C79035,1052,2002-08-21, 5000446, 1, 107.96, 10, 4,388.66
 10168,C49256,1039,2002-08-23, 5000298, 1, 34.0, 10, 2,61.2
 10169,C52991,1040,2002-08-23, 5000414, 1, 32.12, 15, 2,54.6
 10170,C48963,1006,2002-08-25, 5000290, 1, 41.99, 20, 4,134.37
 10171,C47864,1038,2002-08-27, 5000254, 1, 16.99, 5, 2,32.28
 10172,C47059,1003,2002-09-03, 5000225, 1, 12.99, 10, 4,46.76
 10173,C79035,1042,2002-09-11, 5000447, 1, 89.99, 10, 3,242.97
 10174,C79035,1051,2002-09-11, 5000447, 2, 122.37, 5, 1,116.25
 10175,C18818,1015,2002-09-15, 5000112, 1, 8.0, 10, 4,28.8
 10176,C72809,1023,2002-09-18, 5000252, 1, 29.99, 15, 2,50.98
 10177,C27387,1026,2002-09-22, 5000396, 1, 18.15, 20, 5,72.6
 10178,C70173,1050,2002-09-22, 5000161, 1, 98.96, 15, 5,420.58
 10179,C48743,1030,2002-09-23, 5000280, 1, 22.75, 5, 2,43.23
 10180,C78303,1045,2002-10-09, 5000424, 1, 99.99, 15, 2,169.98
 10181,C47864,1030,2002-10-11, 5000255, 1, 22.75, 15, 2,38.67
 10182,C92334,1025,2002-10-11, 5000066, 1, 39.94, 0, 2,79.88
 10183,C22406,1053,2002-10-18, 5000241, 1, 93.0, 15, 4,316.2
 10184,C73615,1036,2002-10-26, 5000276, 1, 28.24, 15, 3,72.01
 10185,C43763,1054,2002-10-31, 5000109, 1, 200.0, 5, 4,760
 10186,C20136,1024,2002-11-01, 5000160, 1, 25.0, 15, 2,42.5
 10187,C67170,1025,2002-11-05, 5000053, 1, 39.94, 5, 5,189.71
 10188,C53943,1037,2002-11-10, 5000445, 1, 54.94, 15, 3,140.1
 10189,C17792,1016,2002-11-12, 5000080, 1, 5.99, 0, 5,29.95
 10190,C43909,1025,2002-11-26, 5000116, 1, 39.94, 10, 4,143.78
 10191,C78522,1022,2002-11-27, 5000427, 1, 13.99, 0, 3,41.97
 10192,C75959,1040,2002-12-02, 5000355, 1, 32.12, 15, 3,81.91
 10193,C95484,1007,2002-12-03, 5000178, 1, 7.96, 5, 2,15.12
 10194,C24164,1029,2002-12-12, 5000294, 1, 21.48, 5, 2,40.81
 10195,C53577,1008,2002-12-15, 5000432, 1, 62.88, 20, 3,150.91
 10196,C66803,1037,2002-12-15, 5000043, 1, 54.94, 15, 3,140.1
 10197,C41639,1002,2003-01-06, 5000034, 1, 14.97, 20, 5,59.88
 10198,C54383,1012,2003-01-15, 5000459, 1, 38.54, 10, 3,104.06
 10199,C96436,1030,2003-01-17, 5000202, 1, 22.75, 5, 2,43.23
 10200,C42444,1037,2003-01-21, 5000070, 1, 54.94, 0, 4,219.76
 10201,C51307,1036,2003-01-21, 5000371, 1, 28.24, 15, 1,24
 10202,C67682,1051,2003-01-21, 5000077, 1, 122.37, 0, 2,244.74
 10203,C94678,1030,2003-01-21, 5000146, 1, 22.75, 20, 4,72.8
 10204,C95264,1049,2003-01-22, 5000168, 1, 206.99, 5, 3,589.92
 10205,C23578,1048,2003-01-23, 5000274, 1, 104.49, 0, 4,417.96
 10206,C94165,1052,2003-01-26, 5000123, 1, 107.96, 0, 4,431.84
 10207,C42298,1011,2003-01-28, 5000062, 1, 24.99, 10, 4,89.96
 10208,C20063,1028,2003-02-13, 5000157, 1, 4.5, 20, 2,7.2
 10209,C19550,1034,2003-02-14, 5000139, 1, 8.49, 10, 4,30.56
 10210,C20209,1050,2003-02-16, 5000166, 1, 98.96, 20, 3,237.5
 10211,C24457,1041,2003-02-25, 5000305, 1, 28.94, 0, 1,28.94
 10212,C24897,1011,2003-03-02, 5000314, 1, 24.99, 0, 4,99.96
 10213,C98267,1037,2003-03-02, 5000267, 1, 54.94, 5, 4,208.77
 10214,C19257,1056,2003-03-10, 5000125, 1, 2123.0, 20, 1,1698.4
 10215,C66144,1035,2003-03-26, 5000018, 1, 43.95, 5, 3,125.26
 10216,C25043,1054,2003-04-05, 5000318, 1, 200.0, 5, 3,570
 10217,C92334,1042,2003-04-16, 5000065, 1, 89.99, 10, 4,323.96
 10218,C91529,1043,2003-04-20, 5000032, 1, 24.99, 10, 4,89.96
 10219,C71711,1032,2003-04-22, 5000217, 1, 4.5, 10, 2,8.1
 10220,C19330,1029,2003-04-27, 5000128, 1, 21.48, 10, 1,19.33
 10221,C19330,1047,2003-04-27, 5000128, 2, 56.95, 0, 2,113.9
 10222,C16693,1037,2003-04-29, 5000037, 1, 54.94, 10, 3,148.34
 10223,C76911,1044,2003-05-02, 5000386, 1, 22.99, 15, 3,58.62
 10224,C73908,1023,2003-05-09, 5000288, 1, 29.99, 10, 1,26.99
 10225,C28559,1019,2003-05-21, 5000430, 1, 79.7, 0, 2,159.4
 10226,C15595,1029,2003-05-22, 5000001, 1, 21.48, 10, 2,38.66
 10227,C22333,1049,2003-05-23, 5000239, 1, 206.99, 10, 5,931.46
 10228,C45301,1042,2003-05-24, 5000171, 1, 89.99, 10, 1,80.99
 10229,C91675,1002,2003-05-25, 5000035, 1, 14.97, 0, 2,29.94
 10230,C26215,1008,2003-05-26, 5000362, 1, 62.88, 15, 2,106.9
 10231,C98780,1037,2003-06-02, 5000282, 1, 54.94, 15, 3,140.1
 10232,C69440,1005,2003-06-12, 5000132, 1, 26.99, 15, 4,91.77
 10233,C51966,1006,2003-06-14, 5000388, 1, 41.99, 5, 5,199.45
 10234,C49988,1049,2003-06-16, 5000316, 1, 206.99, 5, 2,393.28
 10235,C49988,1056,2003-06-16, 5000316, 2, 2123.0, 10, 2,3821.4
 10236,C2369,1028,2003-06-23, 5000395, 1, 4.5, 15, 2,7.65
 10237,C96656,1027,2003-06-25, 5000215, 1, 4.5, 15, 3,11.47
 10238,C95850,1056,2003-06-29, 5000188, 1, 2123.0, 10, 2,3821.4
 10239,C42517,1026,2003-07-02, 5000074, 1, 18.15, 10, 3,49.01
 10240,C52772,1006,2003-07-04, 5000407, 1, 41.99, 10, 4,151.16
 10241,C70539,1019,2003-07-16, 5000181, 1, 79.7, 0, 4,318.8
 10242,C21528,1022,2003-07-19, 5000210, 1, 13.99, 10, 2,25.18
 10243,C47132,1001,2003-07-23, 5000229, 1, 53.5, 5, 1,50.82
 10244,C47132,1015,2003-07-23, 5000229, 2, 8.0, 10, 4,28.8
 10245,C90723,1004,2003-07-23, 5000003, 1, 59.99, 15, 3,152.97
 10246,C22333,1019,2003-07-27, 5000240, 1, 79.7, 20, 5,318.8
 10247,C2808,1044,2003-08-12, 5000408, 1, 22.99, 15, 2,39.08
 10248,C65924,1015,2003-08-16, 5000010, 1, 8.0, 15, 3,20.4
 10249,C77643,1009,2003-08-16, 5000404, 1, 16.99, 10, 4,61.16
 10250,C1270,1047,2003-08-17, 5000366, 1, 56.95, 15, 1,48.41
 10251,C42664,1042,2003-08-17, 5000075, 1, 89.99, 0, 4,359.96
 10252,C42664,1016,2003-08-17, 5000075, 2, 5.99, 5, 4,22.76
 10253,C93872,1050,2003-08-20, 5000114, 1, 98.96, 15, 3,252.35
 10254,C94971,1001,2003-08-27, 5000154, 1, 53.5, 10, 4,192.6
 10255,C42664,1050,2003-08-31, 5000076, 1, 98.96, 10, 4,356.26
 10256,C50281,1001,2003-09-07, 5000329, 1, 53.5, 5, 1,50.82
 10257,C75812,1011,2003-09-10, 5000344, 1, 24.99, 10, 3,67.47
 10258,C28046,1026,2003-09-11, 5000416, 1, 18.15, 10, 2,32.67
 10259,C18158,1007,2003-09-13, 5000095, 1, 7.96, 0, 3,23.88
 10260,C76618,1034,2003-09-26, 5000377, 1, 8.49, 0, 1,8.49
 10261,C76618,1056,2003-09-26, 5000377, 2, 2123.0, 15, 4,7218.2
 10262,C24311,1022,2003-09-30, 5000299, 1, 13.99, 15, 4,47.57
 10263,C48963,1034,2003-10-02, 5000291, 1, 8.49, 10, 3,22.92
 10264,C71051,1033,2003-10-04, 5000190, 1, 19.95, 10, 2,35.91
 10265,C42224,1004,2003-10-07, 5000056, 1, 59.99, 15, 4,203.97
 10266,C92261,1044,2003-10-13, 5000059, 1, 22.99, 5, 4,87.36
 10267,C92261,1018,2003-10-13, 5000059, 2, 44.99, 15, 4,152.97
 10268,C95411,1031,2003-10-18, 5000174, 1, 17.99, 0, 2,35.98
 10269,C41931,1021,2003-10-25, 5000045, 1, 24.99, 20, 4,79.97
 10270,C93946,1036,2003-10-29, 5000117, 1, 28.24, 15, 3,72.01
 10271,C2442,1000,2003-10-30, 5000398, 1, 1000.0, 15, 3,2550
 10272,C2442,1022,2003-10-30, 5000398, 2, 13.99, 15, 3,35.67
 10273,C26728,1007,2003-11-02, 5000382, 1, 7.96, 0, 5,39.8
 10274,C26508,1028,2003-11-04, 5000373, 1, 4.5, 5, 3,12.82
 10275,C16034,1014,2003-11-05, 5000016, 1, 17.49, 10, 2,31.48
 10276,C684,1019,2003-11-07, 5000341, 1, 79.7, 20, 2,127.52
 10277,C1929,1040,2003-11-14, 5000387, 1, 32.12, 15, 3,81.91
 10278,C42810,1042,2003-11-14, 5000083, 1, 89.99, 15, 3,229.47
 10279,C98560,1045,2003-11-14, 5000273, 1, 99.99, 20, 3,239.98
 10280,C27607,1013,2003-11-15, 5000403, 1, 10.74, 15, 4,36.52
 10281,C65778,1035,2003-11-17, 5000006, 1, 43.95, 15, 5,186.79
 10282,C49915,1015,2003-11-18, 5000315, 1, 8.0, 5, 5,38
 10283,C47132,1012,2003-11-19, 5000228, 1, 38.54, 20, 2,61.66
 10284,C3174,1025,2003-11-22, 5000420, 1, 39.94, 15, 2,67.9
 10285,C73761,1008,2003-11-22, 5000281, 1, 62.88, 5, 2,119.47
 10286,C78669,1007,2003-11-28, 5000436, 1, 7.96, 10, 2,14.33
 10287,C18671,1002,2003-12-01, 5000106, 1, 14.97, 0, 2,29.94
 10288,C22187,1056,2003-12-01, 5000232, 1, 2123.0, 10, 4,7642.8
 10289,C26069,1009,2003-12-04, 5000359, 1, 16.99, 15, 2,28.88
 10290,C2881,1044,2003-12-09, 5000410, 1, 22.99, 10, 2,41.38
 10291,C69147,1036,2003-12-11, 5000122, 1, 28.24, 10, 5,127.08
 10292,C40979,1030,2003-12-27, 5000013, 1, 22.75, 15, 5,96.69
 10293,C78229,1022,2004-01-08, 5000422, 1, 13.99, 15, 3,35.67
 10294,C47791,1004,2004-01-19, 5000250, 1, 59.99, 5, 3,170.97
 10295,C45301,1035,2004-01-26, 5000173, 1, 43.95, 5, 1,41.75
 10296,C91016,1037,2004-02-01, 5000014, 1, 54.94, 15, 3,140.1
 10297,C91162,1013,2004-02-04, 5000021, 1, 10.74, 5, 3,30.61
 10298,C74494,1005,2004-02-17, 5000306, 1, 26.99, 10, 4,97.16
 10299,C94605,1022,2004-02-20, 5000142, 1, 13.99, 15, 4,47.57
 10300,C43177,1021,2004-02-27, 5000097, 1, 24.99, 10, 3,67.47
 10301,C77277,1015,2004-03-12, 5000393, 1, 8.0, 5, 2,15.2
 10302,C67316,1005,2004-03-14, 5000064, 1, 26.99, 5, 4,102.56
 10303,C25922,1007,2004-03-20, 5000352, 1, 7.96, 5, 3,22.69
 10304,C25043,1027,2004-03-21, 5000319, 1, 4.5, 0, 2,9
 10305,C79694,1041,2004-03-21, 5000469, 1, 28.94, 5, 1,27.49
 10306,C1783,1054,2004-03-23, 5000383, 1, 200.0, 15, 3,510
 10307,C96436,1049,2004-03-28, 5000204, 1, 206.99, 15, 4,703.77
 10308,C50867,1036,2004-03-30, 5000346, 1, 28.24, 5, 4,107.31
 10309,C50867,1011,2004-03-30, 5000346, 2, 24.99, 5, 1,23.74
 10310,C72077,1013,2004-04-01, 5000227, 1, 10.74, 10, 5,48.33
 10311,C98414,1018,2004-04-02, 5000270, 1, 44.99, 5, 4,170.96
 10312,C95264,1033,2004-04-03, 5000169, 1, 19.95, 10, 4,71.82
 10313,C25,1002,2004-04-07, 5000317, 1, 14.97, 5, 5,71.11
 10314,C24384,1051,2004-04-12, 5000302, 1, 122.37, 5, 2,232.5
 10315,C76545,1048,2004-04-14, 5000374, 1, 104.49, 20, 3,250.78
 10316,C2076,1025,2004-04-17, 5000390, 1, 39.94, 15, 4,135.8
 10317,C2076,1007,2004-04-17, 5000390, 2, 7.96, 10, 4,28.66
 10318,C54749,1028,2004-04-28, 5000470, 1, 4.5, 0, 4,18
 10319,C42810,1050,2004-04-30, 5000081, 1, 98.96, 5, 3,282.04
 10320,C26655,1005,2004-05-04, 5000378, 1, 26.99, 5, 1,25.64
 10321,C53870,1007,2004-05-08, 5000442, 1, 7.96, 5, 4,30.25
 10322,C78596,1027,2004-05-14, 5000433, 1, 4.5, 15, 2,7.65
 10323,C20502,1032,2004-05-22, 5000179, 1, 4.5, 10, 2,8.1
 10324,C3467,1043,2004-05-31, 5000425, 1, 24.99, 10, 2,44.98
 10325,C47644,1001,2004-06-07, 5000247, 1, 53.5, 20, 3,128.4
 10326,C79181,1020,2004-06-08, 5000450, 1, 26.99, 15, 3,68.82
 10327,C69587,1003,2004-06-10, 5000141, 1, 12.99, 5, 3,37.02
 10328,C44422,1054,2004-06-12, 5000131, 1, 200.0, 10, 3,540
 10329,C72223,1034,2004-06-13, 5000233, 1, 8.49, 0, 4,33.96
 10330,C2881,1034,2004-06-17, 5000409, 1, 8.49, 10, 4,30.56
 10331,C904,1052,2004-06-17, 5000349, 1, 107.96, 20, 4,345.47
 10332,C47644,1004,2004-06-23, 5000246, 1, 59.99, 5, 2,113.98
 10333,C47644,1026,2004-06-23, 5000246, 2, 18.15, 0, 1,18.15
 10334,C90943,1018,2004-07-06, 5000011, 1, 44.99, 15, 4,152.97
 10335,C77717,1018,2004-07-09, 5000406, 1, 44.99, 5, 1,42.74
 10336,C99439,1046,2004-07-17, 5000304, 1, 183.17, 10, 5,824.26
 10337,C48523,1017,2004-07-23, 5000272, 1, 19.95, 15, 3,50.87
 10338,C41785,1051,2004-08-14, 5000042, 1, 122.37, 5, 1,116.25
