order_raw_id,customer_id,prod_code,order_date,order_number,order_line_number,unit_price,discount_pct,order_qty,extended_order_total
 10054,C25190,1022,2001-03-19, 5000315, 2, 13.99, 20, 4,44.77
 10055,C21308,1005,2001-03-21, 5000194, 1, 26.99, 5, 2,51.28
 10056,C52845,1042,2001-04-01, 5000400, 1, 89.99, 15, 5,382.46
 10057,C69147,1042,2001-04-03, 5000124, 1, 89.99, 10, 5,404.95
 10058,C24970,1054,2001-04-07, 5000306, 1, 200.0, 5, 2,380
 10059,C53797,1029,2001-04-10, 5000442, 1, 21.48, 10, 4,77.33
 10060,C74054,1022,2001-04-19, 5000279, 1, 13.99, 10, 5,62.96
 10061,C78815,1054,2001-04-23, 5000444, 1, 200.0, 10, 1,180
 10062,C91016,1027,2001-04-23, 5000016, 1, 4.5, 5, 4,17.1
 10063,C96363,1033,2001-04-23, 5000197, 1, 19.95, 5, 2,37.9
 10064,C73176,1047,2001-04-24, 5000249, 1, 56.95, 5, 2,108.2
 10065,C47132,1050,2001-05-06, 5000223, 1, 98.96, 20, 4,316.67
 10066,C16107,1019,2001-05-10, 5000020, 1, 79.7, 0, 2,159.4
 10067,C19916,1040,2001-05-13, 5000148, 1, 32.12, 5, 2,61.03
 10068,C19916,1038,2001-05-16, 5000149, 1, 16.99, 5, 2,32.28
 10069,C28998,1056,2001-05-22, 5000451, 1, 2123.0, 10, 4,7642.8
 10070,C79035,1021,2001-05-23, 5000453, 1, 24.99, 15, 3,63.72
 10071,C79035,1026,2001-05-23, 5000453, 2, 18.15, 5, 4,68.97
 10072,C52332,1044,2001-05-26, 5000383, 1, 22.99, 15, 4,78.17
 10073,C70612,1014,2001-05-27, 5000168, 1, 17.49, 10, 4,62.96
 10074,C98926,1056,2001-05-28, 5000274, 1, 2123.0, 15, 1,1804.55
 10075,C91236,1037,2001-05-29, 5000024, 1, 54.94, 10, 3,148.34
 10076,C92920,1039,2001-05-30, 5000081, 1, 34.0, 5, 4,129.2
 10077,C93067,1030,2001-06-01, 5000085, 1, 22.75, 15, 3,58.01
 10078,C98560,1009,2001-06-05, 5000267, 1, 16.99, 15, 4,57.77
 10079,C18818,1028,2001-06-14, 5000111, 1, 4.5, 5, 4,17.1
 10080,C47132,1034,2001-06-23, 5000224, 1, 8.49, 15, 3,21.65
 10081,C43616,1005,2001-06-25, 5000105, 1, 26.99, 10, 3,72.87
 10082,C1563,1053,2001-06-26, 5000362, 1, 93.0, 0, 4,372
 10083,C90869,1019,2001-06-27, 5000010, 1, 79.7, 5, 5,378.58
 10084,C464,1031,2001-07-04, 5000326, 1, 17.99, 10, 4,64.76
 10085,C684,1049,2001-08-06, 5000333, 1, 206.99, 10, 2,372.58
 10086,C48157,1009,2001-08-07, 5000248, 1, 16.99, 10, 4,61.16
 10087,C48157,1045,2001-08-07, 5000248, 2, 99.99, 5, 4,379.96
 10088,C50281,1052,2001-08-08, 5000320, 1, 107.96, 10, 4,388.66
 10089,C52991,1047,2001-08-24, 5000406, 1, 56.95, 5, 2,108.2
 10090,C96289,1030,2001-09-15, 5000192, 1, 22.75, 15, 4,77.35
 10091,C24091,1000,2001-09-25, 5000281, 1, 1000.0, 10, 5,4500
 10092,C54529,1013,2001-10-11, 5000468, 1, 10.74, 5, 1,10.2
 10093,C73908,1046,2001-10-17, 5000273, 1, 183.17, 10, 3,494.56
 10094,C23212,1040,2001-11-01, 5000251, 1, 32.12, 15, 2,54.6
 10095,C98999,1013,2001-11-02, 5000278, 1, 10.74, 10, 1,9.67
 10096,C17426,1027,2001-11-06, 5000063, 1, 4.5, 10, 3,12.15
 10097,C21747,1040,2001-11-26, 5000207, 1, 32.12, 5, 5,152.57
 10098,C48084,1015,2001-11-27, 5000245, 1, 8.0, 15, 3,20.4
 10099,C75007,1030,2001-11-29, 5000308, 1, 22.75, 5, 2,43.23
 10100,C97168,1039,2001-12-02, 5000226, 1, 34.0, 20, 2,54.4
 10101,C245,1020,2001-12-15, 5000318, 1, 26.99, 0, 4,107.96
 10102,C48890,1022,2001-12-18, 5000272, 1, 13.99, 15, 3,35.67
 10103,C51673,1050,2001-12-19, 5000364, 1, 98.96, 0, 4,395.84
 10104,C98047,1032,2001-12-21, 5000243, 1, 4.5, 10, 2,8.1
 10105,C42517,1050,2001-12-23, 5000064, 1, 98.96, 20, 2,158.34
 10106,C44568,1023,2001-12-27, 5000136, 1, 29.99, 5, 4,113.96
 10107,C50721,1037,2001-12-27, 5000336, 1, 54.94, 15, 1,46.7
 10108,C90943,1046,2002-01-07, 5000013, 1, 183.17, 15, 2,311.39
 10109,C90943,1012,2002-01-07, 5000013, 2, 38.54, 10, 3,104.06
 10110,C98999,1045,2002-01-09, 5000277, 1, 99.99, 5, 4,379.96
 10111,C91309,1026,2002-01-11, 5000027, 1, 18.15, 20, 4,58.08
 10112,C77204,1027,2002-01-17, 5000379, 1, 4.5, 10, 3,12.15
 10113,C92408,1000,2002-01-21, 5000062, 1, 1000.0, 20, 2,1600
 10114,C92408,1002,2002-01-21, 5000062, 2, 14.97, 0, 4,59.88
 10115,C75007,1037,2002-01-23, 5000309, 1, 54.94, 5, 2,104.39
 10116,C977,1004,2002-01-24, 5000346, 1, 59.99, 15, 2,101.98
 10117,C54749,1002,2002-01-26, 5000475, 1, 14.97, 20, 1,11.98
 10118,C66584,1011,2002-01-26, 5000036, 1, 24.99, 20, 3,59.98
 10119,C4053,1034,2002-01-27, 5000454, 1, 8.49, 0, 2,16.98
 10120,C96582,1015,2002-02-09, 5000202, 1, 8.0, 10, 3,21.6
 10121,C67316,1018,2002-02-24, 5000059, 1, 44.99, 0, 2,89.98
 10122,C41346,1003,2002-02-25, 5000029, 1, 12.99, 20, 4,41.57
 10123,C20136,1047,2002-02-27, 5000157, 1, 56.95, 10, 3,153.77
 10124,C49988,1039,2002-02-27, 5000307, 1, 34.0, 5, 3,96.9
 10125,C78742,1050,2002-03-04, 5000439, 1, 98.96, 0, 2,197.92
 10126,C28412,1011,2002-03-06, 5000426, 1, 24.99, 15, 4,84.97
 10127,C49256,1004,2002-03-17, 5000285, 1, 59.99, 10, 3,161.97
 10128,C50062,1050,2002-03-17, 5000313, 1, 98.96, 15, 3,252.35
 10129,C42151,1040,2002-03-18, 5000050, 1, 32.12, 5, 3,91.54
 10130,C464,1013,2002-03-18, 5000327, 1, 10.74, 10, 4,38.66
 10131,C977,1049,2002-03-25, 5000345, 1, 206.99, 15, 1,175.94
 10132,C977,1019,2002-03-25, 5000345, 2, 79.7, 15, 5,338.73
 10133,C93140,1026,2002-03-27, 5000087, 1, 18.15, 0, 2,36.3
 10134,C48890,1035,2002-03-28, 5000271, 1, 43.95, 5, 1,41.75
 10135,C93872,1024,2002-03-28, 5000113, 1, 25.0, 10, 4,90
 10136,C15668,1036,2002-04-07, 5000004, 1, 28.24, 0, 2,56.48
 10137,C17719,1020,2002-04-15, 5000072, 1, 26.99, 15, 1,22.94
 10138,C22992,1004,2002-04-16, 5000242, 1, 59.99, 5, 5,284.95
 10139,C22992,1004,2002-04-16, 5000242, 2, 59.99, 5, 4,227.96
 10140,C53284,1053,2002-04-18, 5000420, 1, 93.0, 0, 5,465
 10141,C41858,1011,2002-04-20, 5000044, 1, 24.99, 15, 3,63.72
 10142,C77131,1025,2002-04-25, 5000375, 1, 39.94, 10, 3,107.84
 10143,C40833,1027,2002-04-27, 5000008, 1, 4.5, 0, 5,22.5
 10144,C2808,1030,2002-04-29, 5000399, 1, 22.75, 5, 4,86.45
 10145,C42737,1043,2002-04-30, 5000073, 1, 24.99, 5, 4,94.96
 10146,C16107,1051,2002-05-01, 5000022, 1, 122.37, 10, 3,330.4
 10147,C51307,1025,2002-05-03, 5000352, 1, 39.94, 15, 4,135.8
 10148,C71271,1024,2002-05-04, 5000190, 1, 25.0, 5, 2,47.5
 10149,C67389,1035,2002-05-08, 5000061, 1, 43.95, 5, 3,125.26
 10150,C20649,1049,2002-05-15, 5000172, 1, 206.99, 20, 4,662.37
 10151,C28559,1022,2002-06-06, 5000431, 1, 13.99, 10, 5,62.96
 10152,C46985,1024,2002-06-17, 5000219, 1, 25.0, 10, 3,67.5
 10153,C16474,1048,2002-06-18, 5000033, 1, 104.49, 15, 3,266.45
 10154,C25629,1036,2002-06-27, 5000329, 1, 28.24, 0, 5,141.2
 10155,C22406,1008,2002-06-28, 5000232, 1, 62.88, 5, 2,119.47
 10156,C68781,1018,2002-06-30, 5000110, 1, 44.99, 0, 2,89.98
 10157,C22699,1045,2002-07-01, 5000240, 1, 99.99, 10, 3,269.97
 10158,C22699,1032,2002-07-01, 5000240, 2, 4.5, 20, 2,7.2
 10159,C28705,1011,2002-07-01, 5000438, 1, 24.99, 0, 3,74.97
 10160,C48450,1032,2002-07-03, 5000262, 1, 4.5, 0, 1,4.5
 10161,C757,1030,2002-07-04, 5000338, 1, 22.75, 20, 4,72.8
 10162,C40760,1016,2002-07-10, 5000007, 1, 5.99, 20, 4,19.17
 10163,C19037,1019,2002-07-12, 5000118, 1, 79.7, 5, 2,151.43
 10164,C67682,1046,2002-07-13, 5000071, 1, 183.17, 15, 5,778.47
 10165,C54163,1025,2002-07-15, 5000457, 1, 39.94, 0, 2,79.88
 10166,C28266,1051,2002-07-22, 5000419, 1, 122.37, 0, 5,611.85
 10167,C15741,1044,2002-08-03, 5000006, 1, 22.99, 15, 4,78.17
 10168,C92774,1054,2002-08-07, 5000074, 1, 200.0, 20, 4,640
 10169,C90576,1053,2002-08-10, 5000001, 1, 93.0, 20, 4,297.6
 10170,C90576,1022,2002-08-10, 5000001, 2, 13.99, 5, 4,53.16
 10171,C94898,1003,2002-08-12, 5000147, 1, 12.99, 5, 4,49.36
 10172,C67243,1040,2002-08-22, 5000056, 1, 32.12, 5, 3,91.54
 10173,C91968,1019,2002-08-25, 5000045, 1, 79.7, 5, 3,227.15
 10174,C77936,1033,2002-08-27, 5000403, 1, 19.95, 5, 4,75.81
 10175,C71125,1010,2002-09-09, 5000185, 1, 69.99, 15, 1,59.49
 10176,C3321,1050,2002-09-13, 5000421, 1, 98.96, 10, 2,178.13
 10177,C2002,1017,2002-09-15, 5000374, 1, 19.95, 5, 5,94.76
 10178,C41272,1020,2002-09-25, 5000025, 1, 26.99, 15, 4,91.77
 10179,C47425,1010,2002-09-26, 5000233, 1, 69.99, 5, 2,132.98
 10180,C24311,1053,2002-10-04, 5000288, 1, 93.0, 0, 4,372
 10181,C67682,1044,2002-10-11, 5000070, 1, 22.99, 15, 5,97.71
 10182,C74640,1053,2002-10-11, 5000294, 1, 93.0, 5, 4,353.4
 10183,C78522,1028,2002-10-13, 5000430, 1, 4.5, 0, 4,18
 10184,C46033,1021,2002-10-14, 5000181, 1, 24.99, 15, 5,106.21
 10185,C40540,1011,2002-10-18, 5000000, 1, 24.99, 20, 4,79.97
 10186,C73688,1049,2002-10-19, 5000268, 1, 206.99, 5, 2,393.28
 10187,C21894,1039,2002-10-22, 5000213, 1, 34.0, 0, 4,136
 10188,C22406,1016,2002-10-23, 5000231, 1, 5.99, 20, 4,19.17
 10189,C78156,1036,2002-10-23, 5000411, 1, 28.24, 10, 1,25.42
 10190,C70099,1007,2002-10-25, 5000156, 1, 7.96, 15, 4,27.06
 10191,C78596,1026,2002-10-26, 5000433, 1, 18.15, 0, 2,36.3
 10192,C76471,1027,2002-11-01, 5000358, 1, 4.5, 15, 3,11.47
 10193,C79328,1035,2002-11-08, 5000462, 1, 43.95, 5, 3,125.26
 10194,C91382,1001,2002-11-12, 5000030, 1, 53.5, 0, 2,107
 10195,C3174,1026,2002-11-15, 5000413, 1, 18.15, 5, 4,68.97
 10196,C52332,1054,2002-11-15, 5000382, 1, 200.0, 0, 4,800
 10197,C70099,1003,2002-11-18, 5000155, 1, 12.99, 10, 3,35.07
 10198,C97388,1052,2002-11-23, 5000230, 1, 107.96, 15, 4,367.06
 10199,C70026,1018,2002-11-24, 5000154, 1, 44.99, 10, 4,161.96
 10200,C18232,1006,2002-11-30, 5000088, 1, 41.99, 20, 4,134.37
 10201,C18232,1042,2002-11-30, 5000088, 2, 89.99, 5, 5,427.45
 10202,C70758,1045,2002-12-03, 5000175, 1, 99.99, 0, 1,99.99
 10203,C49769,1031,2002-12-07, 5000299, 1, 17.99, 10, 5,80.95
 10204,C53870,1027,2002-12-08, 5000448, 1, 4.5, 20, 2,7.2
 10205,C53870,1017,2002-12-08, 5000448, 2, 19.95, 5, 2,37.9
 10206,C3028,1027,2002-12-15, 5000407, 1, 4.5, 15, 1,3.82
 10207,C23212,1017,2002-12-28, 5000252, 1, 19.95, 0, 2,39.9
 10208,C25995,1044,2002-12-31, 5000347, 1, 22.99, 5, 3,65.52
 10209,C98194,1037,2003-01-01, 5000250, 1, 54.94, 20, 4,175.81
 10210,C15595,1037,2003-01-03, 5000002, 1, 54.94, 5, 2,104.39
 10211,C53357,1002,2003-01-03, 5000424, 1, 14.97, 5, 2,28.44
 10212,C43396,1027,2003-01-22, 5000095, 1, 4.5, 5, 2,8.55
 10213,C18451,1050,2003-01-24, 5000098, 1, 98.96, 20, 4,316.67
 10214,C18451,1036,2003-01-24, 5000098, 2, 28.24, 5, 1,26.83
 10215,C15888,1032,2003-01-29, 5000011, 1, 4.5, 5, 4,17.1
 10216,C91675,1029,2003-02-09, 5000040, 1, 21.48, 15, 3,54.77
 10217,C71198,1009,2003-02-15, 5000187, 1, 16.99, 20, 4,54.37
 10218,C78156,1030,2003-02-17, 5000412, 1, 22.75, 10, 3,61.43
 10219,C69513,1036,2003-02-23, 5000134, 1, 28.24, 5, 2,53.66
 10220,C75666,1005,2003-03-01, 5000332, 1, 26.99, 10, 4,97.16
 10221,C23066,1006,2003-03-03, 5000244, 1, 41.99, 15, 4,142.77
 10222,C93506,1025,2003-03-05, 5000099, 1, 39.94, 5, 5,189.71
 10223,C67096,1021,2003-03-15, 5000048, 1, 24.99, 15, 2,42.48
 10224,C52772,1001,2003-03-16, 5000396, 1, 53.5, 5, 4,203.3
 10225,C21967,1011,2003-03-21, 5000218, 1, 24.99, 5, 3,71.22
 10226,C77643,1013,2003-03-24, 5000393, 1, 10.74, 0, 3,32.22
 10227,C67096,1039,2003-03-28, 5000049, 1, 34.0, 5, 1,32.3
 10228,C20649,1019,2003-03-31, 5000171, 1, 79.7, 5, 4,302.86
 10229,C78083,1042,2003-04-05, 5000409, 1, 89.99, 15, 4,305.97
 10230,C26362,1037,2003-04-12, 5000354, 1, 54.94, 15, 2,93.4
 10231,C51746,1000,2003-04-12, 5000365, 1, 1000.0, 20, 4,3200
 10232,C52918,1044,2003-04-19, 5000402, 1, 22.99, 10, 4,82.76
 10233,C95997,1005,2003-04-22, 5000178, 1, 26.99, 0, 4,107.96
 10234,C47864,1014,2003-04-24, 5000241, 1, 17.49, 5, 1,16.62
 10235,C67023,1037,2003-04-25, 5000047, 1, 54.94, 5, 5,260.96
 10236,C79621,1037,2003-05-04, 5000471, 1, 54.94, 20, 3,131.86
 10237,C77790,1010,2003-05-06, 5000397, 1, 69.99, 5, 4,265.96
 10238,C29072,1051,2003-05-09, 5000455, 1, 122.37, 15, 3,312.04
 10239,C2808,1021,2003-05-13, 5000398, 1, 24.99, 15, 3,63.72
 10240,C54456,1010,2003-05-14, 5000466, 1, 69.99, 10, 4,251.96
 10241,C171,1003,2003-05-23, 5000314, 1, 12.99, 5, 2,24.68
 10242,C53943,1054,2003-05-27, 5000449, 1, 200.0, 0, 2,400
 10243,C95557,1016,2003-05-27, 5000164, 1, 5.99, 20, 3,14.38
 10244,C23505,1008,2003-05-29, 5000265, 1, 62.88, 20, 3,150.91
 10245,C90723,1023,2003-06-03, 5000005, 1, 29.99, 0, 1,29.99
 10246,C53138,1019,2003-06-04, 5000410, 1, 79.7, 15, 4,270.98
 10247,C46326,1043,2003-06-08, 5000196, 1, 24.99, 5, 5,118.7
 10248,C76471,1023,2003-06-10, 5000357, 1, 29.99, 0, 4,119.96
 10249,C70685,1018,2003-06-19, 5000173, 1, 44.99, 15, 5,191.21
 10250,C93433,1018,2003-07-01, 5000097, 1, 44.99, 5, 4,170.96
 10251,C25409,1011,2003-07-08, 5000323, 1, 24.99, 5, 4,94.96
 10252,C17792,1014,2003-07-10, 5000075, 1, 17.49, 0, 3,52.47
 10253,C75666,1006,2003-07-15, 5000331, 1, 41.99, 5, 3,119.67
 10254,C67609,1022,2003-07-28, 5000069, 1, 13.99, 10, 2,25.18
 10255,C52552,1022,2003-07-30, 5000387, 1, 13.99, 15, 4,47.57
 10256,C92261,1046,2003-07-30, 5000057, 1, 183.17, 0, 3,549.51
 10257,C92261,1045,2003-07-30, 5000057, 2, 99.99, 5, 4,379.96
 10258,C19770,1046,2003-08-05, 5000143, 1, 183.17, 10, 5,824.26
 10259,C53650,1018,2003-08-05, 5000437, 1, 44.99, 15, 4,152.97
 10260,C67829,1015,2003-08-05, 5000077, 1, 8.0, 5, 5,38
 10261,C4346,1052,2003-08-10, 5000463, 1, 107.96, 5, 4,410.25
 10262,C4346,1029,2003-08-10, 5000463, 2, 21.48, 15, 4,73.03
 10263,C65924,1032,2003-08-17, 5000012, 1, 4.5, 15, 3,11.47
 10264,C53504,1039,2003-08-18, 5000428, 1, 34.0, 15, 3,86.7
 10265,C23139,1042,2003-08-19, 5000247, 1, 89.99, 5, 2,170.98
 10266,C71930,1008,2003-08-23, 5000215, 1, 62.88, 5, 3,179.21
 10267,C69513,1024,2003-08-25, 5000133, 1, 25.0, 10, 2,45
 10268,C71491,1020,2003-08-26, 5000200, 1, 26.99, 5, 3,76.92
 10269,C71051,1023,2003-08-28, 5000182, 1, 29.99, 5, 3,85.47
 10270,C51526,1026,2003-09-08, 5000361, 1, 18.15, 15, 2,30.85
 10271,C29365,1013,2003-09-18, 5000464, 1, 10.74, 20, 5,42.96
 10272,C45154,1005,2003-09-29, 5000158, 1, 26.99, 20, 3,64.78
 10273,C52479,1017,2003-09-30, 5000385, 1, 19.95, 0, 3,59.85
 10274,C24457,1000,2003-10-12, 5000292, 1, 1000.0, 10, 3,2700
 10275,C16693,1016,2003-10-18, 5000041, 1, 5.99, 20, 3,14.38
 10276,C16693,1022,2003-10-18, 5000041, 2, 13.99, 15, 3,35.67
 10277,C464,1051,2003-10-18, 5000325, 1, 122.37, 0, 1,122.37
 10278,C75886,1017,2003-10-19, 5000342, 1, 19.95, 5, 3,56.86
 10279,C19550,1021,2003-10-20, 5000135, 1, 24.99, 15, 2,42.48
 10280,C93726,1004,2003-10-22, 5000107, 1, 59.99, 10, 2,107.98
 10281,C21381,1007,2003-10-25, 5000198, 1, 7.96, 10, 1,7.16
 10282,C51893,1005,2003-10-25, 5000372, 1, 26.99, 5, 2,51.28
 10283,C24457,1033,2003-10-28, 5000291, 1, 19.95, 15, 2,33.91
 10284,C53870,1009,2003-10-31, 5000446, 1, 16.99, 5, 4,64.56
 10285,C76838,1016,2003-11-03, 5000370, 1, 5.99, 20, 4,19.17
 10286,C71784,1009,2003-11-07, 5000209, 1, 16.99, 15, 5,72.21
 10287,C43103,1052,2003-11-18, 5000086, 1, 107.96, 5, 2,205.12
 10288,C66144,1041,2003-11-21, 5000023, 1, 28.94, 10, 4,104.18
 10289,C54529,1053,2003-12-01, 5000467, 1, 93.0, 20, 4,297.6
 10290,C49402,1026,2003-12-03, 5000290, 1, 18.15, 15, 5,77.14
 10291,C28998,1001,2003-12-04, 5000452, 1, 53.5, 5, 5,254.12
 10292,C71637,1006,2003-12-08, 5000204, 1, 41.99, 15, 3,107.07
 10293,C17939,1050,2003-12-09, 5000082, 1, 98.96, 15, 3,252.35
 10294,C20649,1039,2003-12-25, 5000170, 1, 34.0, 5, 2,64.6
 10295,C42151,1012,2003-12-28, 5000051, 1, 38.54, 0, 2,77.08
 10296,C41565,1004,2003-12-29, 5000035, 1, 59.99, 20, 2,95.98
 10297,C70539,1051,2003-12-29, 5000163, 1, 122.37, 0, 4,489.48
 10298,C20282,1053,2003-12-30, 5000159, 1, 93.0, 5, 3,265.05
 10299,C42517,1011,2004-01-05, 5000066, 1, 24.99, 20, 2,39.98
 10300,C68268,1019,2004-01-05, 5000091, 1, 79.7, 0, 4,318.8
 10301,C51453,1027,2004-01-13, 5000356, 1, 4.5, 20, 3,10.8
 10302,C17865,1021,2004-01-14, 5000080, 1, 24.99, 5, 1,23.74
 10303,C22260,1009,2004-01-19, 5000227, 1, 16.99, 15, 4,57.77
 10304,C3394,1052,2004-01-31, 5000425, 1, 107.96, 10, 4,388.66
 10305,C98780,1032,2004-02-01, 5000270, 1, 4.5, 5, 3,12.82
 10306,C67829,1042,2004-02-08, 5000076, 1, 89.99, 5, 4,341.96
 10307,C2588,1024,2004-02-09, 5000389, 1, 25.0, 5, 2,47.5
 10308,C95923,1031,2004-02-12, 5000177, 1, 17.99, 5, 1,17.09
 10309,C74274,1040,2004-02-16, 5000287, 1, 32.12, 10, 2,57.82
 10310,C99585,1053,2004-02-20, 5000293, 1, 93.0, 0, 3,279
 10311,C65851,1024,2004-02-23, 5000009, 1, 25.0, 10, 4,90
 10312,C43909,1042,2004-02-29, 5000114, 1, 89.99, 5, 2,170.98
 10313,C42517,1053,2004-03-01, 5000065, 1, 93.0, 15, 2,158.1
 10314,C65631,1052,2004-03-16, 5000003, 1, 107.96, 0, 1,107.96
 10315,C54603,1054,2004-03-21, 5000470, 1, 200.0, 10, 3,540
 10316,C68048,1021,2004-03-24, 5000084, 1, 24.99, 5, 4,94.96
 10317,C4639,1031,2004-04-04, 5000472, 1, 17.99, 5, 3,51.27
 10318,C45008,1011,2004-04-10, 5000153, 1, 24.99, 10, 4,89.96
 10319,C29731,1045,2004-04-11, 5000474, 1, 99.99, 10, 3,269.97
 10320,C46912,1003,2004-04-11, 5000214, 1, 12.99, 15, 2,22.08
 10321,C23139,1054,2004-04-16, 5000246, 1, 200.0, 20, 3,480
 10322,C51600,1028,2004-04-21, 5000363, 1, 4.5, 5, 3,12.82
 10323,C51600,1052,2004-04-21, 5000363, 2, 107.96, 0, 3,323.88
 10324,C66071,1037,2004-04-26, 5000018, 1, 54.94, 20, 1,43.95
 10325,C49842,1028,2004-05-03, 5000303, 1, 4.5, 10, 2,8.1
 10326,C92847,1013,2004-05-08, 5000078, 1, 10.74, 15, 5,45.64
 10327,C76838,1016,2004-05-12, 5000369, 1, 5.99, 15, 1,5.09
 10328,C75739,1035,2004-05-14, 5000337, 1, 43.95, 15, 5,186.79
 10329,C18232,1036,2004-05-17, 5000090, 1, 28.24, 0, 3,84.72
 10330,C20575,1039,2004-05-19, 5000167, 1, 34.0, 15, 3,86.7
 10331,C26508,1034,2004-05-19, 5000359, 1, 8.49, 10, 4,30.56
 10332,C74347,1039,2004-05-19, 5000289, 1, 34.0, 15, 1,28.9
 10333,C75226,1016,2004-05-24, 5000317, 1, 5.99, 15, 4,20.37
 10334,C75226,1013,2004-05-24, 5000317, 2, 10.74, 10, 3,29
 10335,C29072,1053,2004-05-28, 5000456, 1, 93.0, 5, 2,176.7
 10336,C19843,1010,2004-05-31, 5000145, 1, 69.99, 10, 3,188.97
 10337,C42224,1015,2004-06-02, 5000054, 1, 8.0, 5, 4,30.4
 10338,C94312,1029,2004-06-09, 5000127, 1, 21.48, 5, 4,81.62
 10339,C79694,1002,2004-06-14, 5000473, 1, 14.97, 20, 5,59.88
