sales_raw_id,customer_id,prod_code,sales_date,transaction_number,transaction_line_number,unit_price,discount_pct,sales_qty,extended_sales_total
 10028,C27241,1011,2000-03-16, 5001039, 1, 24.99, 20, 5,99.96
 10029,C41199,1054,2000-03-17, 5000049, 1, 200.0, 10, 3,540
 10030,C41199,1022,2000-03-17, 5000049, 2, 13.99, 15, 3,35.67
 10031,C93433,1008,2000-03-18, 5000259, 1, 62.88, 5, 1,59.74
 10032,C78303,1023,2000-03-23, 5001124, 1, 29.99, 5, 4,113.96
 10033,C25190,1010,2000-03-26, 5000849, 1, 69.99, 15, 2,118.98
 10034,C50135,1008,2000-03-27, 5000844, 1, 62.88, 20, 1,50.3
 10035,C45887,1026,2000-04-01, 5000469, 1, 18.15, 20, 5,72.6
 10036,C45887,1052,2000-04-01, 5000469, 2, 107.96, 5, 3,307.69
 10037,C4566,1034,2000-04-04, 5001253, 1, 8.49, 20, 3,20.38
 10038,C23212,1042,2000-04-07, 5000674, 1, 89.99, 15, 5,382.46
 10039,C91382,1033,2000-04-10, 5000066, 1, 19.95, 20, 3,47.88
 10040,C18525,1019,2000-04-11, 5000270, 1, 79.7, 10, 3,215.19
 10041,C79548,1043,2000-04-11, 5001251, 1, 24.99, 5, 5,118.7
 10042,C1710,1033,2000-04-13, 5000986, 1, 19.95, 15, 2,33.91
 10043,C1710,1031,2000-04-13, 5000986, 2, 17.99, 20, 2,28.78
 10044,C29438,1022,2000-04-14, 5001240, 1, 13.99, 5, 5,66.45
 10045,C29438,1031,2000-04-14, 5001240, 2, 17.99, 20, 2,28.78
 10046,C46985,1007,2000-04-22, 5000569, 1, 7.96, 5, 4,30.25
 10047,C99439,1026,2000-04-24, 5000785, 1, 18.15, 0, 2,36.3
 10048,C99439,1020,2000-04-24, 5000785, 2, 26.99, 15, 1,22.94
 10049,C53284,1049,2000-04-29, 5001123, 1, 206.99, 20, 2,331.18
 10050,C92261,1053,2000-04-30, 5000143, 1, 93.0, 5, 4,353.4
 10051,C99146,1026,2000-05-03, 5000758, 1, 18.15, 10, 2,32.67
 10052,C78669,1007,2000-05-05, 5001162, 1, 7.96, 5, 1,7.56
 10053,C46912,1020,2000-05-07, 5000564, 1, 26.99, 10, 3,72.87
 10054,C46912,1033,2000-05-07, 5000564, 2, 19.95, 5, 5,94.76
 10055,C26362,1031,2000-05-14, 5000957, 1, 17.99, 20, 3,43.18
 10056,C26362,1041,2000-05-14, 5000957, 2, 28.94, 5, 3,82.48
 10057,C72150,1032,2000-05-25, 5000583, 1, 4.5, 5, 3,12.82
 10058,C72150,1043,2000-05-25, 5000583, 2, 24.99, 15, 1,21.24
 10059,C16547,1032,2000-05-28, 5000079, 1, 4.5, 5, 5,21.37
 10060,C16547,1052,2000-05-28, 5000079, 2, 107.96, 10, 2,194.33
 10061,C1197,1041,2000-05-29, 5000942, 1, 28.94, 10, 2,52.09
 10062,C22113,1011,2000-05-29, 5000580, 1, 24.99, 0, 4,99.96
 10063,C71637,1040,2000-05-29, 5000532, 1, 32.12, 15, 4,109.21
 10064,C96070,1004,2000-05-29, 5000486, 1, 59.99, 0, 3,179.97
 10065,C24750,1002,2000-06-03, 5000814, 1, 14.97, 5, 1,14.22
 10066,C20209,1045,2000-06-10, 5000400, 1, 99.99, 10, 4,359.96
 10067,C2149,1023,2000-06-11, 5001027, 1, 29.99, 5, 1,28.49
 10068,C2149,1007,2000-06-11, 5001027, 2, 7.96, 15, 1,6.77
 10069,C2588,1020,2000-06-11, 5001066, 1, 26.99, 20, 1,21.59
 10070,C2588,1025,2000-06-11, 5001066, 2, 39.94, 5, 4,151.77
 10071,C29731,1039,2000-06-12, 5001266, 1, 34.0, 15, 4,115.6
 10072,C99512,1031,2000-06-12, 5000790, 1, 17.99, 5, 3,51.27
 10073,C99512,1020,2000-06-12, 5000790, 2, 26.99, 5, 4,102.56
 10074,C99512,1023,2000-06-12, 5000790, 3, 29.99, 15, 3,76.47
 10075,C72370,1040,2000-06-14, 5000605, 1, 32.12, 5, 4,122.06
 10076,C72370,1027,2000-06-14, 5000605, 2, 4.5, 0, 4,18
 10077,C73249,1037,2000-06-19, 5000678, 1, 54.94, 20, 1,43.95
 10078,C73249,1031,2000-06-19, 5000678, 2, 17.99, 20, 3,43.18
 10079,C46033,1052,2000-06-20, 5000484, 1, 107.96, 10, 2,194.33
 10080,C73908,1029,2000-06-20, 5000741, 1, 21.48, 10, 2,38.66
 10081,C74347,1035,2000-06-20, 5000774, 1, 43.95, 10, 4,158.22
 10082,C42517,1007,2000-06-24, 5000170, 1, 7.96, 5, 3,22.69
 10083,C93579,1021,2000-07-02, 5000275, 1, 24.99, 0, 2,49.98
 10084,C92554,1030,2000-07-03, 5000176, 1, 22.75, 5, 3,64.84
 10085,C42884,1037,2000-07-08, 5000207, 1, 54.94, 20, 3,131.86
 10086,C42884,1003,2000-07-08, 5000207, 2, 12.99, 5, 4,49.36
 10087,C42884,1024,2000-07-08, 5000207, 3, 25.0, 10, 1,22.5
 10088,C42884,1016,2000-07-08, 5000207, 4, 5.99, 15, 3,15.27
 10089,C40613,1003,2000-07-09, 5000006, 1, 12.99, 15, 2,22.08
 10090,C40613,1033,2000-07-09, 5000006, 2, 19.95, 5, 4,75.81
 10091,C4639,1053,2000-07-11, 5001260, 1, 93.0, 15, 2,158.1
 10092,C42224,1056,2000-07-15, 5000139, 1, 2123.0, 20, 2,3396.8
 10093,C53504,1003,2000-07-15, 5001148, 1, 12.99, 5, 2,24.68
 10094,C79474,1054,2000-07-17, 5001246, 1, 200.0, 15, 5,850
 10095,C79474,1042,2000-07-17, 5001246, 2, 89.99, 20, 4,287.97
 10096,C17719,1034,2000-07-21, 5000191, 1, 8.49, 0, 5,42.45
 10097,C4566,1013,2000-07-22, 5001254, 1, 10.74, 10, 3,29
 10098,C95191,1051,2000-07-27, 5000399, 1, 122.37, 10, 2,220.27
 10099,C99219,1016,2000-07-30, 5000764, 1, 5.99, 5, 3,17.07
 10100,C21820,1049,2000-08-07, 5000553, 1, 206.99, 0, 2,413.98
 10101,C21820,1044,2000-08-07, 5000553, 2, 22.99, 10, 2,41.38
 10102,C21820,1017,2000-08-07, 5000553, 3, 19.95, 5, 3,56.86
 10103,C76838,1043,2000-08-08, 5000995, 1, 24.99, 5, 4,94.96
 10104,C2515,1020,2000-08-12, 5001060, 1, 26.99, 5, 4,102.56
 10105,C41931,1009,2000-08-12, 5000104, 1, 16.99, 5, 4,64.56
 10106,C41931,1024,2000-08-12, 5000104, 2, 25.0, 20, 5,100
 10107,C98999,1051,2000-08-24, 5000748, 1, 122.37, 20, 3,293.69
 10108,C67829,1019,2000-08-27, 5000202, 1, 79.7, 10, 2,143.46
 10109,C23578,1013,2000-08-29, 5000712, 1, 10.74, 10, 2,19.33
 10110,C23578,1011,2000-08-29, 5000712, 2, 24.99, 15, 4,84.97
 10111,C40906,1008,2000-08-30, 5000028, 1, 62.88, 20, 4,201.22
 10112,C79328,1014,2000-09-03, 5001224, 1, 17.49, 15, 3,44.6
 10113,C66510,1018,2000-09-09, 5000077, 1, 44.99, 5, 4,170.96
 10114,C2149,1016,2000-09-11, 5001028, 1, 5.99, 5, 2,11.38
 10115,C70246,1017,2000-09-14, 5000401, 1, 19.95, 15, 3,50.87
 10116,C70246,1037,2000-09-14, 5000401, 2, 54.94, 10, 5,247.23
 10117,C53357,1047,2000-09-15, 5001133, 1, 56.95, 15, 4,193.63
 10118,C53357,1012,2000-09-15, 5001133, 2, 38.54, 10, 4,138.74
 10119,C71271,1014,2000-09-19, 5000506, 1, 17.49, 5, 2,33.23
 10120,C24970,1024,2000-09-20, 5000832, 1, 25.0, 5, 4,95
 10121,C73761,1030,2000-09-22, 5000729, 1, 22.75, 10, 1,20.48
 10122,C73761,1006,2000-09-22, 5000729, 2, 41.99, 5, 1,39.89
 10123,C41565,1052,2000-09-24, 5000080, 1, 107.96, 0, 3,323.88
 10124,C77204,1045,2000-09-25, 5001035, 1, 99.99, 15, 3,254.97
 10125,C75519,1014,2000-09-29, 5000877, 1, 17.49, 20, 4,55.97
 10126,C24091,1006,2000-10-04, 5000755, 1, 41.99, 5, 1,39.89
 10127,C22992,1052,2000-10-05, 5000649, 1, 107.96, 10, 4,388.66
 10128,C22992,1022,2000-10-05, 5000649, 2, 13.99, 10, 3,37.77
 10129,C50867,1034,2000-10-06, 5000908, 1, 8.49, 10, 1,7.64
 10130,C21088,1021,2000-10-10, 5000489, 1, 24.99, 20, 2,39.98
 10131,C22773,1010,2000-10-13, 5000635, 1, 69.99, 0, 2,139.98
 10132,C75593,1052,2000-10-14, 5000885, 1, 107.96, 15, 4,367.06
 10133,C46619,1051,2000-10-17, 5000530, 1, 122.37, 5, 4,465.01
 10134,C28998,1007,2000-10-18, 5001191, 1, 7.96, 20, 2,12.74
 10135,C17792,1031,2000-10-19, 5000198, 1, 17.99, 10, 2,32.38
 10136,C17792,1017,2000-10-19, 5000198, 2, 19.95, 5, 2,37.9
 10137,C78522,1048,2000-10-25, 5001149, 1, 104.49, 15, 3,266.45
 10138,C78522,1012,2000-10-25, 5001149, 2, 38.54, 5, 4,146.45
 10139,C78376,1025,2000-10-27, 5001136, 1, 39.94, 15, 1,33.95
 10140,C78376,1034,2000-10-27, 5001136, 2, 8.49, 15, 3,21.65
 10141,C50135,1006,2000-10-29, 5000843, 1, 41.99, 15, 3,107.07
 10142,C76398,1053,2000-11-02, 5000960, 1, 93.0, 10, 3,251.1
 10143,C98340,1010,2000-11-02, 5000689, 1, 69.99, 20, 4,223.97
 10144,C98340,1013,2000-11-02, 5000689, 2, 10.74, 20, 4,34.37
 10145,C98340,1022,2000-11-02, 5000689, 3, 13.99, 10, 2,25.18
 10146,C43909,1035,2000-11-05, 5000297, 1, 43.95, 5, 3,125.26
 10147,C72956,1048,2000-11-06, 5000645, 1, 104.49, 10, 5,470.2
 10148,C66803,1029,2000-11-10, 5000095, 1, 21.48, 15, 4,73.03
 10149,C3248,1047,2000-11-12, 5001117, 1, 56.95, 5, 1,54.1
 10150,C52332,1031,2000-11-16, 5001044, 1, 17.99, 15, 1,15.29
 10151,C52332,1012,2000-11-16, 5001044, 2, 38.54, 15, 3,98.28
 10152,C52332,1021,2000-11-16, 5001044, 3, 24.99, 10, 5,112.45
 10153,C67389,1026,2000-11-25, 5000157, 1, 18.15, 5, 3,51.73
 10154,C73908,1047,2000-11-28, 5000742, 1, 56.95, 10, 4,205.02
 10155,C21015,1023,2000-11-29, 5000483, 1, 29.99, 10, 4,107.96
 10156,C93946,1029,2000-12-02, 5000300, 1, 21.48, 5, 1,20.41
 10157,C93872,1043,2000-12-10, 5000294, 1, 24.99, 10, 2,44.98
 10158,C47205,1051,2000-12-12, 5000591, 1, 122.37, 10, 3,330.4
 10159,C47205,1032,2000-12-12, 5000591, 2, 4.5, 5, 3,12.82
 10160,C2808,1042,2000-12-13, 5001077, 1, 89.99, 20, 1,71.99
 10161,C2808,1051,2000-12-13, 5001077, 2, 122.37, 0, 1,122.37
 10162,C20063,1050,2000-12-17, 5000391, 1, 98.96, 5, 4,376.05
 10163,C47278,1024,2000-12-17, 5000597, 1, 25.0, 10, 2,45
 10164,C47278,1004,2000-12-17, 5000597, 2, 59.99, 5, 2,113.98
 10165,C47278,1043,2000-12-17, 5000597, 3, 24.99, 10, 4,89.96
 10166,C47278,1008,2000-12-17, 5000597, 4, 62.88, 5, 1,59.74
 10167,C52259,1052,2000-12-17, 5001040, 1, 107.96, 10, 3,291.49
 10168,C67829,1008,2000-12-17, 5000201, 1, 62.88, 10, 3,169.78
 10169,C47864,1010,2000-12-19, 5000641, 1, 69.99, 15, 2,118.98
 10170,C45813,1029,2000-12-20, 5000463, 1, 21.48, 0, 2,42.96
 10171,C95557,1035,2000-12-20, 5000433, 1, 43.95, 15, 2,74.72
 10172,C95557,1019,2000-12-20, 5000433, 2, 79.7, 15, 2,135.49
 10173,C95484,1000,2000-12-21, 5000427, 1, 1000.0, 10, 4,3600
 10174,C44422,1050,2000-12-27, 5000331, 1, 98.96, 0, 4,395.84
 10175,C95557,1029,2001-01-01, 5000432, 1, 21.48, 10, 5,96.66
 10176,C19110,1035,2001-01-02, 5000314, 1, 43.95, 15, 4,149.43
 10177,C19110,1008,2001-01-02, 5000314, 2, 62.88, 5, 5,298.68
 10178,C22187,1012,2001-01-04, 5000588, 1, 38.54, 5, 2,73.23
 10179,C78962,1014,2001-01-05, 5001188, 1, 17.49, 15, 3,44.6
 10180,C42444,1043,2001-01-08, 5000164, 1, 24.99, 15, 4,84.97
 10181,C27534,1051,2001-01-09, 5001061, 1, 122.37, 0, 2,244.74
 10182,C26655,1042,2001-01-10, 5000980, 1, 89.99, 0, 5,449.95
 10183,C41346,1039,2001-01-10, 5000063, 1, 34.0, 5, 3,96.9
 10184,C41346,1013,2001-01-10, 5000063, 2, 10.74, 15, 4,36.52
 10185,C16107,1018,2001-01-12, 5000043, 1, 44.99, 20, 5,179.96
 10186,C29218,1022,2001-01-14, 5001212, 1, 13.99, 15, 4,47.57
 10187,C41272,1004,2001-01-14, 5000057, 1, 59.99, 10, 3,161.97
 10188,C41272,1013,2001-01-14, 5000057, 2, 10.74, 5, 3,30.61
 10189,C52479,1031,2001-01-19, 5001058, 1, 17.99, 10, 3,48.57
 10190,C22406,1051,2001-01-22, 5000608, 1, 122.37, 10, 4,440.53
 10191,C22480,1018,2001-01-22, 5000613, 1, 44.99, 20, 2,71.98
 10192,C22480,1000,2001-01-22, 5000613, 2, 1000.0, 20, 2,1600
 10193,C17939,1031,2001-01-25, 5000215, 1, 17.99, 5, 2,34.18
 10194,C16400,1049,2001-01-26, 5000067, 1, 206.99, 5, 4,786.56
 10195,C16400,1022,2001-01-26, 5000067, 2, 13.99, 20, 2,22.38
 10196,C16400,1028,2001-01-26, 5000067, 3, 4.5, 10, 2,8.1
 10197,C53431,1027,2001-01-26, 5001141, 1, 4.5, 10, 3,12.15
 10198,C53431,1025,2001-01-26, 5001141, 2, 39.94, 15, 4,135.8
 10199,C73615,1014,2001-01-27, 5000715, 1, 17.49, 15, 4,59.47
 10200,C22773,1036,2001-01-28, 5000632, 1, 28.24, 20, 2,45.18
 10201,C97388,1014,2001-01-29, 5000606, 1, 17.49, 5, 4,66.46
 10202,C67829,1047,2001-01-31, 5000200, 1, 56.95, 5, 2,108.2
 10203,C98047,1000,2001-02-02, 5000653, 1, 1000.0, 5, 2,1900
 10204,C3760,1039,2001-02-04, 5001168, 1, 34.0, 15, 4,115.6
 10205,C20502,1007,2001-02-05, 5000429, 1, 7.96, 10, 3,21.49
 10206,C23798,1038,2001-02-09, 5000732, 1, 16.99, 5, 5,80.7
 10207,C98560,1001,2001-02-12, 5000711, 1, 53.5, 0, 4,214
 10208,C15741,1031,2001-02-13, 5000013, 1, 17.99, 20, 3,43.18
 10209,C44934,1007,2001-02-18, 5000379, 1, 7.96, 10, 4,28.66
 10210,C19330,1004,2001-02-21, 5000326, 1, 59.99, 5, 2,113.98
 10211,C23212,1030,2001-02-21, 5000672, 1, 22.75, 15, 5,96.69
 10212,C23212,1018,2001-02-21, 5000672, 2, 44.99, 20, 2,71.98
 10213,C26655,1017,2001-02-21, 5000979, 1, 19.95, 10, 2,35.91
 10214,C26655,1036,2001-02-21, 5000979, 2, 28.24, 5, 4,107.31
 10215,C3907,1041,2001-02-21, 5001182, 1, 28.94, 20, 4,92.61
 10216,C68488,1037,2001-02-21, 5000265, 1, 54.94, 10, 3,148.34
 10217,C93506,1008,2001-02-24, 5000266, 1, 62.88, 15, 3,160.34
 10218,C17646,1051,2001-02-26, 5000184, 1, 122.37, 10, 2,220.27
 10219,C74567,1036,2001-02-26, 5000796, 1, 28.24, 0, 2,56.48
 10220,C24604,1015,2001-02-28, 5000800, 1, 8.0, 15, 3,20.4
 10221,C24604,1028,2001-02-28, 5000800, 2, 4.5, 0, 3,13.5
 10222,C15741,1011,2001-03-01, 5000014, 1, 24.99, 20, 3,59.98
 10223,C48450,1005,2001-03-01, 5000695, 1, 26.99, 20, 4,86.37
 10224,C49915,1010,2001-03-01, 5000824, 1, 69.99, 5, 2,132.98
 10225,C49915,1029,2001-03-01, 5000824, 2, 21.48, 15, 2,36.52
 10226,C94312,1049,2001-03-04, 5000324, 1, 206.99, 0, 2,413.98
 10227,C99366,1028,2001-03-05, 5000777, 1, 4.5, 5, 1,4.27
 10228,C74128,1041,2001-03-08, 5000757, 1, 28.94, 15, 3,73.8
 10229,C21454,1022,2001-03-11, 5000518, 1, 13.99, 5, 5,66.45
 10230,C3760,1017,2001-03-11, 5001169, 1, 19.95, 15, 4,67.83
 10231,C21528,1025,2001-03-12, 5000521, 1, 39.94, 0, 5,199.7
 10232,C21528,1056,2001-03-12, 5000521, 2, 2123.0, 5, 1,2016.85
 10233,C21528,1047,2001-03-12, 5000521, 3, 56.95, 10, 4,205.02
 10234,C67170,1000,2001-03-13, 5000130, 1, 1000.0, 15, 3,2550
 10235,C72736,1044,2001-03-14, 5000630, 1, 22.99, 15, 3,58.62
 10236,C75666,1024,2001-03-16, 5000891, 1, 25.0, 15, 2,42.5
 10237,C75666,1030,2001-03-16, 5000891, 2, 22.75, 5, 3,64.84
 10238,C75373,1029,2001-03-20, 5000865, 1, 21.48, 0, 4,85.92
 10239,C15888,1038,2001-03-22, 5000025, 1, 16.99, 15, 3,43.32
 10240,C28119,1053,2001-03-22, 5001102, 1, 93.0, 10, 3,251.1
 10241,C42517,1021,2001-03-23, 5000171, 1, 24.99, 10, 2,44.98
 10242,C20722,1029,2001-03-24, 5000451, 1, 21.48, 5, 2,40.81
 10243,C20722,1004,2001-03-24, 5000451, 2, 59.99, 10, 3,161.97
 10244,C28193,1011,2001-03-24, 5001109, 1, 24.99, 15, 4,84.97
 10245,C94312,1047,2001-03-24, 5000325, 1, 56.95, 0, 2,113.9
 10246,C94312,1046,2001-03-24, 5000325, 2, 183.17, 0, 2,366.34
 10247,C95337,1029,2001-03-27, 5000411, 1, 21.48, 0, 4,85.92
 10248,C45301,1001,2001-03-29, 5000407, 1, 53.5, 10, 4,192.6
 10249,C48743,1029,2001-03-29, 5000727, 1, 21.48, 0, 2,42.96
 10250,C92554,1023,2001-03-29, 5000177, 1, 29.99, 10, 5,134.95
 10251,C92554,1028,2001-03-29, 5000177, 2, 4.5, 5, 5,21.37
 10252,C49695,1005,2001-04-04, 5000809, 1, 26.99, 10, 3,72.87
 10253,C69806,1019,2001-04-04, 5000365, 1, 79.7, 5, 2,151.43
 10254,C92701,1047,2001-04-05, 5000189, 1, 56.95, 15, 2,96.81
 10255,C94825,1013,2001-04-06, 5000367, 1, 10.74, 15, 5,45.64
 10256,C26069,1038,2001-04-08, 5000925, 1, 16.99, 0, 3,50.97
 10257,C26069,1041,2001-04-08, 5000925, 2, 28.94, 0, 2,57.88
 10258,C42005,1028,2001-04-08, 5000114, 1, 4.5, 5, 5,21.37
 10259,C51600,1025,2001-04-08, 5000976, 1, 39.94, 15, 4,135.8
 10260,C91748,1014,2001-04-10, 5000090, 1, 17.49, 5, 3,49.85
 10261,C29658,1033,2001-04-11, 5001264, 1, 19.95, 5, 5,94.76
 10262,C72077,1004,2001-04-18, 5000578, 1, 59.99, 10, 3,161.97
 10263,C72077,1032,2001-04-18, 5000578, 2, 4.5, 15, 3,11.47
 10264,C78156,1033,2001-04-18, 5001107, 1, 19.95, 0, 4,79.8
 10265,C78156,1054,2001-04-18, 5001107, 2, 200.0, 5, 2,380
 10266,C78156,1038,2001-04-18, 5001107, 3, 16.99, 5, 3,48.42
 10267,C97461,1049,2001-04-20, 5000612, 1, 206.99, 20, 4,662.37
 10268,C21308,1048,2001-04-21, 5000508, 1, 104.49, 10, 2,188.08
 10269,C21308,1010,2001-04-21, 5000508, 2, 69.99, 20, 3,167.98
 10270,C40613,1011,2001-04-21, 5000004, 1, 24.99, 0, 3,74.97
 10271,C75886,1052,2001-04-21, 5000910, 1, 107.96, 15, 2,183.53
 10272,C20722,1025,2001-04-24, 5000453, 1, 39.94, 10, 2,71.89
 10273,C97242,1043,2001-04-24, 5000593, 1, 24.99, 0, 3,74.97
 10274,C42298,1015,2001-04-26, 5000148, 1, 8.0, 5, 4,30.4
 10275,C22260,1012,2001-04-28, 5000596, 1, 38.54, 0, 4,154.16
 10276,C22260,1052,2001-04-28, 5000596, 2, 107.96, 5, 3,307.69
 10277,C22260,1023,2001-04-28, 5000596, 3, 29.99, 0, 3,89.97
 10278,C97461,1048,2001-05-02, 5000611, 1, 104.49, 10, 5,470.2
 10279,C97461,1024,2001-05-02, 5000611, 2, 25.0, 0, 4,100
 10280,C97461,1010,2001-05-02, 5000611, 3, 69.99, 10, 2,125.98
 10281,C3980,1028,2001-05-06, 5001189, 1, 4.5, 5, 2,8.55
 10282,C3980,1011,2001-05-06, 5001189, 2, 24.99, 20, 1,19.99
 10283,C904,1052,2001-05-06, 5000911, 1, 107.96, 5, 3,307.69
 10284,C904,1027,2001-05-06, 5000911, 2, 4.5, 10, 4,16.2
 10285,C904,1013,2001-05-06, 5000911, 3, 10.74, 15, 2,18.26
 10286,C50940,1008,2001-05-08, 5000913, 1, 62.88, 5, 1,59.74
 10287,C78156,1009,2001-05-10, 5001105, 1, 16.99, 15, 2,28.88
 10288,C93360,1009,2001-05-11, 5000255, 1, 16.99, 15, 3,43.32
 10289,C42005,1004,2001-05-17, 5000115, 1, 59.99, 20, 4,191.97
 10290,C95997,1032,2001-05-17, 5000479, 1, 4.5, 15, 3,11.47
 10291,C95997,1008,2001-05-17, 5000479, 2, 62.88, 10, 5,282.96
 10292,C49329,1032,2001-05-21, 5000773, 1, 4.5, 10, 5,20.25
 10293,C1343,1048,2001-05-23, 5000954, 1, 104.49, 10, 2,188.08
 10294,C71125,1028,2001-05-25, 5000490, 1, 4.5, 10, 3,12.15
 10295,C46985,1013,2001-05-26, 5000567, 1, 10.74, 15, 1,9.13
 10296,C4639,1004,2001-05-27, 5001259, 1, 59.99, 10, 2,107.98
 10297,C4639,1037,2001-05-27, 5001259, 2, 54.94, 5, 3,156.58
 10298,C52405,1017,2001-05-27, 5001049, 1, 19.95, 10, 2,35.91
 10299,C52405,1051,2001-05-27, 5001049, 2, 122.37, 15, 2,208.03
 10300,C69147,1029,2001-05-27, 5000316, 1, 21.48, 15, 3,54.77
 10301,C19550,1049,2001-05-30, 5000341, 1, 206.99, 10, 2,372.58
 10302,C1636,1019,2001-06-01, 5000977, 1, 79.7, 0, 1,79.7
 10303,C73761,1051,2001-06-05, 5000728, 1, 122.37, 0, 2,244.74
 10304,C76105,1027,2001-06-05, 5000931, 1, 4.5, 10, 3,12.15
 10305,C76105,1016,2001-06-05, 5000931, 2, 5.99, 20, 2,9.58
 10306,C98340,1051,2001-06-05, 5000690, 1, 122.37, 20, 3,293.69
 10307,C94678,1023,2001-06-06, 5000356, 1, 29.99, 15, 4,101.97
 10308,C50208,1022,2001-06-07, 5000851, 1, 13.99, 15, 4,47.57
 10309,C50208,1054,2001-06-07, 5000851, 2, 200.0, 5, 2,380
 10310,C76764,1015,2001-06-07, 5000990, 1, 8.0, 20, 2,12.8
 10311,C171,1047,2001-06-08, 5000847, 1, 56.95, 15, 3,145.22
 10312,C69880,1033,2001-06-08, 5000371, 1, 19.95, 10, 4,71.82
 10313,C74494,1000,2001-06-10, 5000789, 1, 1000.0, 5, 4,3800
 10314,C26874,1048,2001-06-11, 5001000, 1, 104.49, 15, 5,444.08
 10315,C65778,1048,2001-06-11, 5000016, 1, 104.49, 10, 3,282.12
 10316,C65778,1019,2001-06-11, 5000016, 2, 79.7, 10, 2,143.46
 10317,C96949,1033,2001-06-13, 5000565, 1, 19.95, 5, 4,75.81
 10318,C68415,1008,2001-06-16, 5000258, 1, 62.88, 15, 2,106.9
 10319,C98633,1041,2001-06-16, 5000718, 1, 28.94, 5, 4,109.97
 10320,C70685,1039,2001-06-18, 5000446, 1, 34.0, 20, 2,54.4
 10321,C72370,1018,2001-06-19, 5000604, 1, 44.99, 0, 4,179.96
 10322,C51160,1048,2001-06-22, 5000938, 1, 104.49, 5, 4,397.06
 10323,C78889,1003,2001-06-22, 5001181, 1, 12.99, 5, 5,61.7
 10324,C93140,1023,2001-06-22, 5000237, 1, 29.99, 20, 4,95.97
 10325,C73176,1017,2001-06-23, 5000671, 1, 19.95, 20, 5,79.8
 10326,C22773,1025,2001-06-24, 5000634, 1, 39.94, 0, 2,79.88
 10327,C52991,1025,2001-06-30, 5001092, 1, 39.94, 20, 3,95.86
 10328,C52991,1044,2001-06-30, 5001092, 2, 22.99, 5, 2,43.68
 10329,C52991,1002,2001-06-30, 5001092, 3, 14.97, 10, 2,26.95
 10330,C52991,1031,2001-06-30, 5001092, 4, 17.99, 0, 3,53.97
 10331,C15961,1036,2001-07-03, 5000031, 1, 28.24, 20, 4,90.37
 10332,C69440,1042,2001-07-06, 5000333, 1, 89.99, 10, 5,404.95
 10333,C99366,1037,2001-07-06, 5000778, 1, 54.94, 5, 3,156.58
 10334,C53797,1053,2001-07-07, 5001174, 1, 93.0, 10, 2,167.4
 10335,C49036,1041,2001-07-08, 5000749, 1, 28.94, 10, 1,26.05
 10336,C49036,1004,2001-07-08, 5000749, 2, 59.99, 15, 5,254.96
 10337,C91675,1021,2001-07-11, 5000086, 1, 24.99, 0, 4,99.96
 10338,C94092,1019,2001-07-14, 5000311, 1, 79.7, 5, 1,75.72
